GeneID	acetaminophen	caffeine	chloramphenicol	chlorpheniramine	diclofenac	hydroxyzine	isoniazid	nimesulide	theophylline	valproic_acid	Symbol	description	type_of_gene	reactome	kegg	biocarta	msigdb	omnipath	pathcom	DEG	GOBP	GOMF	GOCC	sum	MostDILI	NoDILI	isdisease	pubtator	generifs
22937	0	0	0	0	0	0	0	0	0	0	SCAP	SREBF chaperone	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
22938	0	0	0	0	0	0	0	0	0	0	SNW1	SNW domain containing 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
2294	0	0	0	0	0	0	0	0	1	0	FOXF1	forkhead box F1	protein-coding	0	0	0	1	1	1	1	1	1	1	5	0	1	1	0	1
22941	0	0	0	0	0	0	0	0	0	1	SHANK2	SH3 and multiple ankyrin repeat domains 2	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
22943	0	0	0	0	0	0	1	0	0	1	DKK1	dickkopf WNT signaling pathway inhibitor 1	protein-coding	1	1	0	1	1	1	1	1	1	1	7	2	0	1	0	1
22944	0	0	0	0	0	0	0	0	0	0	KIN	Kin17 DNA and RNA binding protein	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
22948	0	1	0	0	0	0	0	0	1	0	CCT5	chaperonin containing TCP1 subunit 5	protein-coding	1	0	0	1	1	1	1	1	1	1	6	0	2	1	0	1
22949	0	0	0	0	0	0	0	1	0	0	PTGR1	prostaglandin reductase 1	protein-coding	1	0	0	0	0	1	1	1	1	1	4	1	0	1	0	1
2295	0	0	0	0	0	0	0	0	0	0	FOXF2	forkhead box F2	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
22950	0	0	0	0	0	0	0	0	1	0	SLC4A1AP	solute carrier family 4 member 1 adaptor protein	protein-coding	0	0	0	0	1	0	1	0	1	1	3	0	1	0	0	1
22953	0	0	0	0	0	0	0	0	0	0	P2RX2	purinergic receptor P2X 2	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
22954	0	0	0	0	0	0	0	0	1	0	TRIM32	tripartite motif containing 32	protein-coding	1	1	0	1	1	1	1	1	1	1	7	0	1	1	0	1
22955	1	0	0	0	0	0	0	0	0	1	SCMH1	Scm polycomb group protein homolog 1	protein-coding	1	0	0	0	0	1	1	1	1	1	4	2	0	0	0	1
2296	0	0	0	0	0	0	0	0	0	0	FOXC1	forkhead box C1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
2297	0	0	0	0	0	0	0	0	0	0	FOXD1	forkhead box D1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
22973	0	0	0	0	0	0	0	0	0	0	LAMB2P1	laminin subunit beta 2 pseudogene 1	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
22974	1	1	0	0	1	1	1	1	1	1	TPX2	TPX2, microtubule nucleation factor	protein-coding	1	0	1	1	1	1	1	1	1	1	7	5	3	1	0	1
22976	0	0	0	0	0	0	0	0	0	0	PAXIP1	PAX interacting protein 1	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
22977	1	0	0	0	1	0	0	0	0	1	AKR7A3	aldo-keto reductase family 7 member A3	protein-coding	1	0	0	0	0	0	1	1	1	1	4	3	0	0	0	1
22978	0	0	0	0	0	0	0	0	0	0	NT5C2	5'-nucleotidase, cytosolic II	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
22979	1	0	0	0	0	1	0	0	1	0	EFR3B	EFR3 homolog B	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	2	0	0	1
22980	0	0	0	0	0	0	0	0	1	1	TCF25	transcription factor 25	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	1	1	0	1
22981	0	0	0	0	0	0	0	0	0	0	NINL	ninein like	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
22982	0	0	0	0	0	0	0	0	0	0	DIP2C	disco interacting protein 2 homolog C	protein-coding	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1
22983	0	0	0	0	0	0	0	0	0	0	MAST1	microtubule associated serine/threonine kinase 1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	1
22984	0	0	0	0	0	0	0	0	0	0	PDCD11	programmed cell death 11	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	0	0	1
22985	0	0	0	0	1	0	0	0	0	0	ACIN1	apoptotic chromatin condensation inducer 1	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	0	1	0	1
22986	0	0	0	0	0	0	0	0	0	0	SORCS3	sortilin related VPS10 domain containing receptor 3	protein-coding	0	0	0	1	0	0	0	1	1	1	4	0	0	1	0	1
22987	0	0	0	0	0	0	0	0	0	0	SV2C	synaptic vesicle glycoprotein 2C	protein-coding	1	1	0	1	0	0	0	1	1	1	6	0	0	1	0	1
22989	0	0	0	0	0	0	0	0	0	0	MYH15	myosin heavy chain 15	protein-coding	0	1	0	1	0	1	0	1	1	1	5	0	0	1	0	1
2299	0	0	0	0	0	0	0	0	0	0	FOXI1	forkhead box I1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
22990	0	0	0	0	0	0	0	0	0	0	PCNX1	pecanex homolog 1	protein-coding	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
22992	0	0	0	0	0	0	0	0	0	0	KDM2A	lysine demethylase 2A	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
22993	0	0	0	0	0	0	0	0	0	0	HMGXB3	HMG-box containing 3	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	0
22994	0	0	0	0	0	0	0	0	0	0	CEP131	centrosomal protein 131	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
22995	0	1	0	0	0	0	0	0	0	0	CEP152	centrosomal protein 152	protein-coding	1	0	0	0	1	1	1	1	1	1	5	0	1	1	0	1
22996	1	1	0	1	1	1	0	0	1	1	TTC39A	tetratricopeptide repeat domain 39A	protein-coding	0	0	0	0	0	0	1	0	0	0	0	3	4	1	1	0
22998	0	0	0	0	0	0	0	0	0	0	LIMCH1	LIM and calponin homology domains 1	protein-coding	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1
22999	0	0	0	0	0	0	0	0	0	0	RIMS1	regulating synaptic membrane exocytosis 1	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23	1	0	0	0	0	0	0	0	0	0	ABCF1	ATP binding cassette subfamily F member 1	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
230	0	1	0	0	0	0	0	0	0	1	ALDOC	aldolase, fructose-bisphosphate C	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	1	1	0	1
2300	0	0	0	0	0	0	0	0	0	0	FOXL1	forkhead box L1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23001	0	0	0	0	0	0	0	0	0	0	WDFY3	WD repeat and FYVE domain containing 3	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	1
23002	0	0	0	0	0	0	0	0	1	1	DAAM1	dishevelled associated activator of morphogenesis 1	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	1	1	0	1
23005	0	0	0	0	0	0	0	0	0	0	MAPKBP1	mitogen-activated protein kinase binding protein 1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23007	0	0	0	0	0	0	0	0	0	0	PLCH1	phospholipase C eta 1	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
23008	0	0	0	0	0	0	0	0	0	0	KLHDC10	kelch domain containing 10	protein-coding	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1
2301	0	0	0	0	0	0	0	0	0	0	FOXE3	forkhead box E3	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23011	0	0	0	0	0	0	0	0	0	0	RAB21	RAB21, member RAS oncogene family	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
23012	0	1	0	0	0	0	1	0	0	0	STK38L	serine/threonine kinase 38 like	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	1	1	0	1
23013	1	0	0	0	0	0	0	0	0	0	SPEN	spen family transcriptional repressor	protein-coding	0	0	1	1	1	1	1	1	1	1	6	1	0	1	0	1
23014	0	0	0	0	0	0	0	0	0	0	FBXO21	F-box protein 21	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
23015	0	0	0	0	0	0	0	1	0	0	GOLGA8A	golgin A8 family member A	protein-coding	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1
23016	0	0	0	0	0	0	0	0	0	0	EXOSC7	exosome component 7	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
23017	0	0	0	0	0	0	0	0	0	0	FAIM2	Fas apoptotic inhibitory molecule 2	protein-coding	0	0	0	1	1	1	0	1	0	1	4	0	0	1	0	1
23019	0	0	0	0	0	0	0	0	0	0	CNOT1	CCR4-NOT transcription complex subunit 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
2302	0	0	0	0	0	0	0	0	0	0	FOXJ1	forkhead box J1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23020	0	0	0	0	0	0	0	1	0	0	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	0	1	0	1
23022	0	0	0	0	0	1	0	0	0	0	PALLD	palladin, cytoskeletal associated protein	protein-coding	0	0	0	0	1	0	1	1	1	1	4	0	1	1	0	1
23023	1	0	0	0	1	0	1	0	0	1	TMCC1	transmembrane and coiled-coil domain family 1	protein-coding	0	0	0	0	0	0	1	1	1	1	3	4	0	1	0	1
23024	0	0	0	0	0	0	0	0	0	0	PDZRN3	PDZ domain containing ring finger 3	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23025	0	0	0	0	0	0	0	0	0	0	UNC13A	unc-13 homolog A	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23026	0	0	0	0	0	0	0	0	0	0	MYO16	myosin XVI	protein-coding	0	0	0	0	0	1	0	1	1	1	3	0	0	1	0	1
23028	0	0	0	0	0	0	0	0	0	0	KDM1A	lysine demethylase 1A	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23029	0	0	0	0	0	0	0	0	0	0	RBM34	RNA binding motif protein 34	protein-coding	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0
2303	0	0	0	0	0	0	0	0	0	0	FOXC2	forkhead box C2	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23030	0	0	0	0	0	0	0	0	0	0	KDM4B	lysine demethylase 4B	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23031	0	0	0	0	0	0	0	0	0	0	MAST3	microtubule associated serine/threonine kinase 3	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23032	0	0	0	0	0	0	0	1	0	0	USP33	ubiquitin specific peptidase 33	protein-coding	1	0	0	0	0	1	1	1	1	1	4	1	0	1	0	1
23033	0	0	0	0	0	0	0	0	0	0	DOPEY1	dopey family member 1	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1
23034	0	0	0	0	0	0	0	0	0	0	SAMD4A	sterile alpha motif domain containing 4A	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23035	0	0	0	0	0	0	0	0	0	0	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23036	0	0	0	0	0	0	0	0	0	0	ZNF292	zinc finger protein 292	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23037	0	0	0	0	0	0	0	0	0	0	PDZD2	PDZ domain containing 2	protein-coding	0	0	0	0	1	0	0	1	0	1	3	0	0	1	0	1
23038	0	0	0	0	0	0	0	0	0	0	WDTC1	WD and tetratricopeptide repeats 1	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
23039	0	0	0	0	0	0	0	0	0	0	XPO7	exportin 7	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	1
2304	0	0	0	0	0	0	0	0	0	0	FOXE1	forkhead box E1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23040	0	0	0	0	0	0	0	0	0	0	MYT1L	myelin transcription factor 1 like	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23041	0	0	0	0	0	0	0	0	0	0	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23042	0	0	0	0	0	0	0	0	0	0	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	0
23043	1	0	0	0	0	0	0	0	0	0	TNIK	TRAF2 and NCK interacting kinase	protein-coding	1	0	0	1	1	1	1	1	1	1	6	1	0	1	0	1
23046	0	0	0	0	1	0	1	0	0	1	KIF21B	kinesin family member 21B	protein-coding	1	0	0	0	0	1	1	1	1	1	4	3	0	1	0	1
23047	0	0	0	0	0	0	0	0	0	0	PDS5B	PDS5 cohesin associated factor B	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23048	1	0	0	0	0	0	0	0	0	0	FNBP1	formin binding protein 1	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
23049	0	1	0	0	0	0	0	0	1	0	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase	protein-coding	1	0	0	1	1	1	1	1	1	1	6	0	2	1	0	1
2305	1	1	0	0	1	1	1	0	1	1	FOXM1	forkhead box M1	protein-coding	1	0	0	1	1	1	1	1	1	1	6	4	3	1	0	1
23051	0	0	0	0	0	0	0	0	0	0	ZHX3	zinc fingers and homeoboxes 3	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1
23052	1	1	0	0	1	1	1	0	0	1	ENDOD1	endonuclease domain containing 1	protein-coding	1	1	0	1	0	0	1	1	1	1	6	4	2	0	0	0
23053	0	0	0	0	0	0	0	0	0	0	ZSWIM8	zinc finger SWIM-type containing 8	protein-coding	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1
23054	0	0	0	0	0	0	0	0	0	0	NCOA6	nuclear receptor coactivator 6	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23057	0	0	0	0	0	0	0	0	0	0	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
23059	0	0	0	0	0	0	0	0	0	0	CLUAP1	clusterin associated protein 1	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
2306	0	0	0	0	0	0	0	0	0	0	FOXD2	forkhead box D2	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23060	0	0	0	0	0	0	0	0	0	0	ZNF609	zinc finger protein 609	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	0
23061	0	0	0	0	0	0	0	0	0	0	TBC1D9B	TBC1 domain family member 9B	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0
23062	0	0	0	0	0	1	0	0	0	0	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	protein-coding	1	1	0	1	1	1	1	1	1	1	7	0	1	0	0	1
23063	0	0	0	0	0	0	0	1	0	0	WAPL	WAPL cohesin release factor	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	0	0	1
23064	0	0	0	0	0	0	0	0	0	0	SETX	senataxin	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23065	0	0	0	0	0	0	0	0	0	0	EMC1	ER membrane protein complex subunit 1	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1
23066	0	0	0	0	0	0	0	0	0	1	CAND2	cullin associated and neddylation dissociated 2 (putative)	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	0	1	0	1
23067	0	0	0	0	0	0	0	0	0	0	SETD1B	SET domain containing 1B	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
2307	0	0	0	0	0	0	0	0	0	0	FOXS1	forkhead box S1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0
23070	0	0	0	0	0	0	0	1	0	0	CMTR1	cap methyltransferase 1	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	0	1	0	1
23071	0	0	0	0	0	0	0	0	0	0	ERP44	endoplasmic reticulum protein 44	protein-coding	1	0	0	0	0	0	0	1	1	1	4	0	0	1	0	1
23072	0	0	0	0	0	0	0	0	0	0	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23074	0	0	0	0	0	0	0	0	0	0	UHRF1BP1L	UHRF1 binding protein 1 like	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
23075	0	0	0	0	0	0	0	0	0	0	SWAP70	switching B cell complex subunit SWAP70	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23076	0	0	0	0	0	0	0	0	0	0	RRP1B	ribosomal RNA processing 1B	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23077	1	0	0	0	0	0	0	1	0	0	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	protein-coding	0	0	0	0	1	0	1	1	1	1	4	2	0	1	0	1
23078	0	0	0	0	0	0	0	0	0	0	VWA8	von Willebrand factor A domain containing 8	protein-coding	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	1
2308	0	1	0	0	0	0	0	1	1	0	FOXO1	forkhead box O1	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	2	1	0	1
23080	0	0	0	0	0	0	0	0	0	0	AVL9	AVL9 cell migration associated	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0
23081	0	0	0	0	0	0	0	0	0	0	KDM4C	lysine demethylase 4C	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23082	0	0	0	0	1	0	0	0	0	1	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	protein-coding	1	0	0	0	1	1	1	1	1	1	5	2	0	1	0	1
23085	0	0	0	0	0	0	0	0	0	0	ERC1	ELKS/RAB6-interacting/CAST family member 1	protein-coding	0	0	0	1	1	1	0	1	1	1	5	0	0	1	0	1
23086	0	0	0	0	1	1	1	0	0	0	EXPH5	exophilin 5	protein-coding	0	0	0	0	0	0	1	1	1	1	3	2	1	1	0	1
23087	0	1	0	0	0	0	0	0	1	0	TRIM35	tripartite motif containing 35	protein-coding	1	0	0	0	0	0	1	1	1	1	4	0	2	1	0	1
23089	1	0	0	0	0	1	1	0	1	1	PEG10	paternally expressed 10	protein-coding	0	0	0	1	1	1	1	1	1	1	5	3	2	1	0	1
2309	0	1	0	0	0	0	0	1	1	0	FOXO3	forkhead box O3	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	2	1	0	1
23090	0	0	0	0	0	0	0	0	0	0	ZNF423	zinc finger protein 423	protein-coding	0	0	0	0	0	1	0	1	1	1	3	0	0	1	0	1
23091	0	0	0	0	0	0	0	0	0	0	ZC3H13	zinc finger CCCH-type containing 13	protein-coding	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1
23092	0	0	0	0	0	0	0	0	0	0	ARHGAP26	Rho GTPase activating protein 26	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23093	0	0	0	0	0	0	0	0	0	1	TTLL5	tubulin tyrosine ligase like 5	protein-coding	1	0	0	0	0	1	1	1	1	1	4	1	0	1	0	1
23094	0	0	0	0	0	0	0	0	0	0	SIPA1L3	signal induced proliferation associated 1 like 3	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23095	0	0	0	0	0	0	0	1	0	0	KIF1B	kinesin family member 1B	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
23096	0	0	0	0	0	0	0	0	0	0	IQSEC2	IQ motif and Sec7 domain 2	protein-coding	0	1	0	1	0	0	0	1	1	1	5	0	0	1	0	1
23097	0	1	0	0	1	0	0	0	1	0	CDK19	cyclin dependent kinase 19	protein-coding	1	0	0	1	1	1	1	1	1	1	6	1	2	1	0	1
23098	0	0	0	0	0	0	0	0	0	0	SARM1	sterile alpha and TIR motif containing 1	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23099	0	0	0	0	0	0	0	1	0	0	ZBTB43	zinc finger and BTB domain containing 43	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	0	0	0	1
231	0	1	0	0	0	0	1	1	1	1	AKR1B1	aldo-keto reductase family 1 member B	protein-coding	1	1	0	1	1	1	1	1	1	1	7	3	2	1	0	1
23101	0	0	0	0	0	0	0	0	0	0	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	protein-coding	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1
23102	0	0	0	0	1	0	0	1	0	0	TBC1D2B	TBC1 domain family member 2B	protein-coding	0	0	0	0	0	0	1	1	1	1	3	2	0	0	0	1
23105	0	0	0	0	0	0	0	0	0	0	FSTL4	follistatin like 4	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23107	0	1	0	0	0	0	0	1	1	0	MRPS27	mitochondrial ribosomal protein S27	protein-coding	1	0	0	0	0	1	1	1	1	1	4	1	2	0	0	1
23108	0	0	0	0	0	0	0	0	0	0	RAP1GAP2	RAP1 GTPase activating protein 2	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23109	0	0	0	0	0	0	0	0	1	0	DDN	dendrin	protein-coding	0	0	0	0	1	0	1	1	1	1	4	0	1	1	0	1
23111	0	0	0	0	0	0	0	0	0	0	SPART	spartin	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23112	0	0	0	0	0	0	0	0	0	0	TNRC6B	trinucleotide repeat containing 6B	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23113	0	0	0	0	0	0	0	0	0	0	CUL9	cullin 9	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23114	0	0	0	0	0	0	0	0	0	0	NFASC	neurofascin	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
23116	0	0	0	0	1	0	1	0	0	1	TOGARAM1	TOG array regulator of axonemal microtubules 1	protein-coding	0	0	0	0	0	0	1	1	0	1	2	3	0	0	0	0
23118	0	0	0	0	0	0	0	0	0	0	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
23119	0	0	0	0	0	0	0	0	0	0	HIC2	HIC ZBTB transcriptional repressor 2	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
2312	0	0	0	0	0	0	0	0	0	0	FLG	filaggrin	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
23120	0	0	0	0	0	0	0	0	0	0	ATP10B	ATPase phospholipid transporting 10B (putative)	protein-coding	1	0	0	1	0	0	0	1	1	1	5	0	0	0	0	0
23122	0	0	0	0	0	0	0	0	0	0	CLASP2	cytoplasmic linker associated protein 2	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23125	0	0	0	0	1	0	0	1	0	0	CAMTA2	calmodulin binding transcription activator 2	protein-coding	0	0	0	0	0	0	1	1	1	1	3	2	0	1	0	0
23126	0	0	0	0	0	0	0	0	0	0	POGZ	pogo transposable element derived with ZNF domain	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
23127	0	0	0	0	0	0	0	0	0	0	COLGALT2	collagen beta(1-O)galactosyltransferase 2	protein-coding	1	0	0	1	0	1	0	0	1	1	4	0	0	0	0	1
23129	0	0	0	0	0	0	0	0	0	0	PLXND1	plexin D1	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
2313	0	0	0	0	0	0	0	0	0	0	FLI1	Fli-1 proto-oncogene, ETS transcription factor	protein-coding	0	0	0	0	1	1	0	1	1	1	4	0	0	1	0	1
23130	0	1	0	0	1	1	0	0	1	0	ATG2A	autophagy related 2A	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	3	0	0	1
23131	0	1	0	0	0	0	0	0	1	0	GPATCH8	G-patch domain containing 8	protein-coding	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	1
23132	0	0	0	0	0	0	0	0	0	0	RAD54L2	RAD54 like 2	protein-coding	0	0	0	0	1	1	0	0	1	1	3	0	0	0	0	1
23133	0	0	0	0	0	0	0	0	0	0	PHF8	PHD finger protein 8	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23135	0	0	0	0	0	0	0	0	0	0	KDM6B	lysine demethylase 6B	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23136	0	0	0	0	0	0	0	0	0	0	EPB41L3	erythrocyte membrane protein band 4.1 like 3	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
23137	0	0	0	0	0	0	0	0	0	1	SMC5	structural maintenance of chromosomes 5	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
23138	0	0	0	0	0	0	0	0	0	0	N4BP3	NEDD4 binding protein 3	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0
23139	0	0	0	0	0	0	0	0	0	0	MAST2	microtubule associated serine/threonine kinase 2	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
2314	0	0	0	0	0	0	0	0	0	1	FLII	FLII, actin remodeling protein	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	0	1	0	1
23140	0	0	0	0	0	0	0	0	0	0	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	protein-coding	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
23141	0	0	0	0	0	0	0	0	0	0	ANKLE2	ankyrin repeat and LEM domain containing 2	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
23142	0	0	0	0	0	0	0	0	0	0	DCUN1D4	defective in cullin neddylation 1 domain containing 4	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	0	0	0
23143	0	0	0	0	0	0	0	0	0	0	LRCH1	leucine rich repeats and calponin homology domain containing 1	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
23144	0	0	0	0	0	0	0	1	0	0	ZC3H3	zinc finger CCCH-type containing 3	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	0	1	0	1
23145	0	0	0	0	0	0	0	0	0	0	SSPO	SCO-spondin	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
23148	0	0	0	0	0	0	0	0	0	0	NACAD	NAC alpha domain containing	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
23149	0	0	0	0	0	0	0	0	0	0	FCHO1	FCH domain only 1	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	0	0	1
2315	0	0	0	0	0	0	0	0	0	0	MLANA	melan-A	protein-coding	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	1
